StateAbbr,NAME,FIPS,2022Turnout,2022BlackProp,2022HispProp,2022Median Income,2022Age,2020Turnout,2020BlackProp,2020HispProp,2020Median Income,2020Age,2018Turnout,2018BlackProp,2018HispProp,2018Median Income,2018Age,2016Turnout,2016BlackProp,2016HispProp,2016Median Income,2016Age,2014Turnout,2014BlackProp,2014HispProp,2014Median Income,2014Age,2010Turnout,2010BlackProp,2010HispProp,2010Median Income,2010Age,NP2022,NP2018,NP2016,NP2014,2022Population,Affiliation2022,,,,,,,,,,,
MT,"Custer County, Montana",30017,0.478342947,0.002341725,0.035962198,33109,42.8,0.64400617,0.00691862,0.03493903,29848,42.5,0.532788671,0.005740819,0.033009709,27750,40.7,0.525970534,0.003589316,0.029465776,25643,40.7,0.442219804,0.00353863,0.026286966,23525,41.2,0.457220156,0.007447177,0.018704538,20765,41.8,1,1,1,1,11957,Republican,,,,,,,,,,,
MT,"Daniels County, Montana",30019,0.617694805,0.003257329,0.014332248,30218,52.4,0.758594918,0,0.017595308,33429,51.4,0.683068017,0,0.047917855,29857,50.7,0.659217877,0,0.021264689,28298,46,0.537061995,0,0.022614451,27023,50.3,0.693270736,0,0.003032141,22363,49.2,1,1,1,1,1535,Republican,,,,,,,,,,,
MT,"Dawson County, Montana",30021,0.511882472,0.007627594,0.027369602,37478,42.8,0.691443388,0.004986401,0.030485041,29690,41.7,0.568073805,0.012403438,0.031008595,30157,40.5,0.560165403,0.006574064,0.027886756,27566,41.4,0.442695388,0.00596594,0.02386376,25583,41.7,0.506002233,0.005149446,0.017351394,23053,42.7,1,1,1,1,8915,Republican,,,,,,,,,,,
MT,"Deer Lodge County, Montana",30023,0.488938053,0.005405405,0.037413884,29231,49.6,0.624775353,0.014858516,0.03539823,23779,49,0.555380371,0.006923077,0.033626374,23030,48.5,0.54753886,0.003487358,0.030732345,21230,47.3,0.438633656,0.011684518,0.029860435,22635,46.3,0.445461783,0.00798274,0.023300971,18972,46.2,1,1,1,1,9435,Democrat,,,,,,,,,,,
MT,"Fallon County, Montana",30025,0.569005044,0.00034002,0.007820469,45781,37.2,0.727992548,0.000336134,0.013445378,37207,35.3,0.6,0.014094433,0.02149401,31992,39.3,0.590824838,0.013044971,0.017164435,30959,38.3,0.493380406,0.010898283,0.007265522,29861,39.8,0.511660448,0,0.017774618,24750,43.5,1,1,1,1,2941,Republican,,,,,,,,,,,
MT,"Fergus County, Montana",30027,0.588394794,0.004784273,0.02052888,33283,46.7,0.738609113,0.007163965,0.013253336,26361,45,0.652506181,0.001596736,0.022886543,27556,46,0.647918759,0.001574941,0.008224692,24486,46.9,0.540276558,0.001130828,0.019050104,24011,48.4,0.573411817,0.012247025,0.013810475,19937,46.9,1,1,1,1,11496,Republican,,,,,,,,,,,
MT,"Flathead County, Montana",30029,0.583542214,0.00315243,0.032760736,33411,42.3,0.756232582,0.004627406,0.029578141,29181,42.2,0.631274361,0.003639812,0.0270386,27140,42.1,0.655876781,0.002618907,0.025523781,24823,42.1,0.453386341,0.002208438,0.024769142,24081,41.9,0.466200292,0.001165723,0.023348092,23848,40.5,5,5,6,7,105950,Republican,,,,,,,,,,,
MT,"Gallatin County, Montana",30031,0.558361421,0.004386515,0.042553369,39991,33.5,0.80688703,0.00412025,0.039039147,33164,33.4,0.685547377,0.003361056,0.036064509,30280,33.5,0.735243124,0.003613794,0.031391004,26504,33.2,0.48826525,0.003307986,0.029449671,26161,33,0.457627368,0.00362699,0.027202427,25122,31.8,3,4,5,5,119685,Democrat,,,,,,,,,,,
MT,"Garfield County, Montana",30033,0.869220608,0.011270492,0,27159,42,0.984029484,0.005708849,0.002854424,26464,40.1,0.755826859,0,0.001752848,23229,43.2,0.808788599,0,0.007540057,22957,45.5,0.68683274,0,0.004557885,25439,46.1,0.721748401,0,0,20843,46.5,0,1,0,0,976,Republican,,,,,,,,,,,
MT,"Glacier County, Montana",30035,0.318672199,0.001668965,0.035701328,22604,34.2,0.609527906,0.003793959,0.032102729,20503,32.5,0.539002488,0.002773925,0.029345208,18876,31.4,0.540405684,0.002628697,0.028185469,14533,31.1,0.352222711,0.002932336,0.023385382,15420,31,0.294553907,0.00075466,0.017508113,19204,31.4,2,2,2,2,13781,Democrat,,,,,,,,,,,
MT,"Golden Valley County, Montana",30037,0.629943503,0.010701546,0.085612366,26625,54.9,0.683035714,0.014742015,0.106879607,25405,55,0.761344538,0.038674033,0.081491713,21454,56,0.761344538,0.034246575,0.067123288,24871,54.6,0.729684909,0,0.010840108,22132,52.6,0.667215815,0,0,20086,49.7,0,0,0,0,841,Republican,,,,,,,,,,,
MT,"Granite County, Montana",30039,0.641930836,0,0.03087886,25247,54.7,0.764835165,0.002105263,0.022857143,25328,54.6,0.673385592,0.00152952,0.022636892,24149,54.3,0.696794129,0.000622665,0.01992528,23148,53.5,0.589693155,0.000638366,0.017555059,24330,53.3,0.582355322,0,0.006570302,20137,50.7,1,1,1,1,3368,Republican,,,,,,,,,,,
MT,"Hill County, Montana",30041,0.441363324,0.003510285,0.039967976,33397,33.4,0.609109449,0.004140787,0.03787602,28130,34.5,0.54063215,0.002250745,0.036072754,23718,34.5,0.532021348,0.000181499,0.032730353,22589,34.5,0.419666891,0.00340757,0.02920774,22749,34.6,0.44578417,0.005934903,0.023552196,21535,35.6,1,1,1,1,16238,Republican,,,,,,,,,,,
MT,"Jefferson County, Montana",30043,0.66828262,0.003014748,0.02982156,35361,47.4,0.85957672,0.006794266,0.026679924,32551,47.5,0.736586942,0.002207506,0.024197657,30966,47.9,0.753471457,0.000689596,0.021894664,31373,47.9,0.591073856,0.004186655,0.021020497,30444,47.6,0.611563518,0.003224073,0.018359305,25374,45.6,2,2,2,2,12273,Republican,,,,,,,,,,,
MT,"Judith Basin County, Montana",30045,0.721160185,0,0.055419323,32237,50.2,0.872160934,0,0.032520325,30134,53.9,0.749058971,0,0.022552537,28151,52.2,0.721886336,0,0.015143867,26629,52,0.616759088,0,0.009886307,26588,50.3,0.643161094,0,0.005592272,23955,52.6,1,1,1,1,2039,Republican,,,,,,,,,,,
MT,"Lake County, Montana",30047,0.555750292,0.00250722,0.044590434,29044,43.7,0.720232375,0.003291314,0.043774479,25784,42.3,0.617479729,0.002720494,0.044132465,23816,42.3,0.631164431,0.002456416,0.040837911,21472,41.5,0.461805716,0.000862456,0.038707007,20217,41.7,0.487586797,0.001754817,0.034920858,19987,40.9,3,3,3,3,31509,Republican,,,,,,,,,,,
MT,"Lewis and Clark County, Montana",30049,0.598033058,0.005707331,0.036901814,39023,41.2,0.785706286,0.003390866,0.034985592,34452,41.3,0.68142153,0.002758024,0.032276339,32430,41,0.69347126,0.004394672,0.029610996,30329,41.2,0.523006196,0.004693386,0.027650837,30263,41,0.536485996,0.004006943,0.024755447,26351,40.7,2,2,1,1,71487,Republican,,,,,,,,,,,
MT,"Liberty County, Montana",30051,0.625085208,0,0.005519318,23788,36.9,0.567226891,0,0.010997963,32067,40.1,0.546472564,0,0.021491228,26303,49.1,0.525862069,0,0.007417103,23381,46.7,0.482932289,0.002684564,0.007158837,22155,47,0.536004646,0.011057054,0,21598,45.9,0,1,1,1,1993,Republican,,,,,,,,,,,
MT,"Lincoln County, Montana",30053,0.576645042,0.000694548,0.034826611,26238,52.5,0.72986462,0.00191484,0.032149156,23272,52.5,0.596367822,0.000619899,0.029703482,20562,52.6,0.59629156,0.000570895,0.026780154,20709,51.4,0.463705309,0.001336417,0.025443331,21647,50.4,0.460409799,0.001845491,0.02163326,18186,48.4,4,4,4,4,20157,Republican,,,,,,,,,,,
MT,"McCone County, Montana",30055,0.638869745,0,0,39545,54,0.779790941,0,0.037787514,33989,49.4,0.797517455,0,0.036196319,29156,50.1,0.775263952,0,0.008939213,28603,50.2,0.601700921,0,0.013083049,29522,50.8,0.687207488,0,0,25250,46.4,1,1,1,1,1746,Republican,,,,,,,,,,,
MT,"Madison County, Montana",30057,0.687764867,0,0.045412949,32470,54.3,0.863046886,0.000234467,0.043493552,27455,53.1,0.748419151,0.002433682,0.050133853,26212,52.6,0.77671875,0.003585147,0.030089629,23739,52.7,0.573191961,0.006085718,0.027709439,23761,51.4,0.596024314,0.004085398,0.018450185,24126,48.7,2,2,1,2,8742,Republican,,,,,,,,,,,
MT,"Meagher County, Montana",30059,0.560122699,0.000513347,0.025667351,28560,57.6,0.774125874,0.000557103,0.051810585,23278,56.3,0.629083921,0,0.026930894,20538,45.9,0.641410843,0,0.019387755,19219,48.6,0.492133417,0,0.014313919,18703,48.3,0.534685864,0,0.059782609,16453,43.2,0,1,1,1,1948,Republican,,,,,,,,,,,
MT,"Mineral County, Montana",30061,0.595907231,0.007093723,0.033104041,28659,50.3,0.664571429,0.009930716,0.020785219,25427,52.3,0.596577726,0.00071242,0.019235336,21825,52.6,0.595886443,0.000473597,0.013260715,16720,52.4,0.439411425,0.008274232,0.009456265,17248,51.5,0.548787879,0.010016694,0.02098736,18041,47.8,1,0,0,0,4652,Republican,,,,,,,,,,,
MT,"Missoula County, Montana",30063,0.594763473,0.006276309,0.036358728,35548,36.7,0.749737527,0.00645882,0.034083083,28161,36,0.668965143,0.00512144,0.032021934,26160,35.6,0.686498473,0.004270519,0.030176568,23706,35.3,0.478508203,0.004098693,0.028871013,23692,34.4,0.447729322,0.003653717,0.025911565,21469,33.9,2,3,3,3,118541,Democrat,,,,,,,,,,,
MT,"Musselshell County, Montana",30065,0.574370709,0,0.034118603,29586,52,0.769437719,0,0.026911576,27132,51.5,0.640538401,0,0.026627834,23891,48,0.657723577,0.002302219,0.026580159,23382,48.5,0.55465587,0.009663866,0.01302521,22785,48.9,0.538063775,0,0.023507721,20492,49.5,1,1,1,1,4924,Republican,,,,,,,,,,,
MT,"Park County, Montana",30067,0.629766727,0.001905312,0.032852194,37964,46.2,0.853595256,0.003572943,0.030763641,31977,46.5,0.744433392,0.003077681,0.029791949,29984,46.2,0.766364711,0.003155968,0.026005176,25832,46.4,0.552696567,0.001917913,0.02448536,24308,46.3,0.555591441,0,0.018346877,22668,44.6,1,1,1,1,17320,Republican,,,,,,,,,,,
MT,"Petroleum County, Montana",30069,0.840116279,0,0,31912,49.6,0.920844327,0,0,30536,49.6,0.904624277,0,0,33750,52.1,0.845945946,0,0,28409,50.4,0.599496222,0.047034765,0.014314928,22875,48.3,0.542669584,0.078595318,0.030100334,24135,41.6,0,0,0,0,416,Republican,,,,,,,,,,,
MT,"Phillips County, Montana",30071,0.554327227,0,0.022678951,31803,45.9,0.775247525,0,0.029761905,28446,47.5,0.667624521,0,0.024733269,23956,47.2,0.649177274,0,0.021686747,22086,47.3,0.538747675,0,0.018121125,22489,47.9,0.575304022,0,0.009510223,21864,47.6,1,1,1,1,4233,Republican,,,,,,,,,,,
MT,"Pondera County, Montana",30073,0.512367491,0.000501086,0.023551027,28274,41.6,0.672833935,0.001015057,0.006767044,27140,41.1,0.6015625,0.004301787,0.019688948,23596,40.5,0.585106383,0.003892313,0.018812845,21558,41.9,0.469923996,0.004025117,0.01690549,21096,42.2,0.455335797,0.007485761,0.012042311,20276,42.5,2,2,2,2,5987,Republican,,,,,,,,,,,
MT,"Powder River County, Montana",30075,0.622576177,0,0.022560632,32976,49.9,0.835535977,0,0.046511628,31250,50.2,0.722222222,0,0.02717727,30690,53,0.714809384,0,0.015169903,28071,52,0.62191582,0,0.01754386,24958,52,0.698023715,0,0.023508137,18474,46,1,1,0,0,1773,Republican,,,,,,,,,,,
MT,"Powell County, Montana",30077,0.432727884,0.008859674,0.021577594,24750,45.5,0.538931298,0.007014467,0.020604998,21462,46.1,0.471685201,0.003498032,0.018947675,23674,45.3,0.467525861,0.004185912,0.024538106,22728,45,0.393723494,0.003851641,0.021968616,18543,45.6,0.377254767,0.00551081,0.019782394,16442,44.5,1,1,1,1,6998,Republican,,,,,,,,,,,
MT,"Prairie County, Montana",30079,0.652733119,0,0.009353079,21161,47.2,0.833527357,0,0.015490534,24215,52.5,0.646594274,0,0.013412817,27394,51.8,0.620853081,0,0.014851485,23929,51.2,0.579667644,0,0.005460218,20000,53.7,0.63273872,0,0.003673095,18375,55.5,1,1,1,1,1283,Republican,,,,,,,,,,,
MT,"Ravalli County, Montana",30081,0.650716514,0.003231126,0.038216419,33413,49,0.814304105,0.002625276,0.035187915,25631,49.3,0.700437361,0.000811417,0.034365901,23911,48.8,0.716075093,0.000778021,0.032141989,22121,48.1,0.527614092,0.002755906,0.031569882,21412,46.8,0.57666971,0.00039987,0.029090546,21056,45.1,2,2,2,2,44876,Republican,,,,,,,,,,,
MT,"Richland County, Montana",30083,0.457247259,0.001935597,0.057891958,31661,38.3,0.709717249,0,0.054969812,31309,38,0.513481552,0,0.053169014,31766,38.9,0.513603028,0,0.049683989,30768,38,0.403945111,0.004398278,0.039958825,26920,39.3,0.520100854,0.000842283,0.026847757,22053,42.3,2,2,1,1,11366,Republican,,,,,,,,,,,
MT,"Roosevelt County, Montana",30085,0.361013864,0.003241041,0.036670062,31074,30.4,0.545790554,0.00198359,0.033721035,24511,30.4,0.46083691,0.003117207,0.036872105,21565,30.3,0.454257007,0.000534283,0.029474622,22097,30.2,0.357654371,0.001012798,0.009943836,24522,30.4,0.410788382,0,0.012849216,23936,32,0,2,2,2,10799,Republican,,,,,,,,,,,
MT,"Rosebud County, Montana",30087,0.46566856,0.001203369,0.053309266,30881,36.4,0.579663112,0.002537231,0.047986762,27466,36.5,0.518695921,0.001081081,0.049405405,26287,36.4,0.512362637,0.001925546,0.045357296,26633,36.3,0.396051632,0.003106588,0.039635779,25512,36.8,0.4192988,0.008539523,0.029340924,20507,37.3,1,1,1,1,8310,Republican,,,,,,,,,,,
MT,"Sanders County, Montana",30089,0.639690971,0.003091558,0.034007134,25913,54.7,0.785803109,0.002626228,0.031514741,21957,54.5,0.656193224,0.001649162,0.028382953,19740,53.2,0.665654814,0.001582418,0.026285714,19337,51.9,0.500714993,0.001318913,0.023212873,19105,50.9,0.575224215,0.001847616,0.017420377,18711,48.8,2,3,3,3,12615,Republican,,,,,,,,,,,
MT,"Sheridan County, Montana",30091,0.562107467,0,0.045405405,30059,43.8,0.763878327,0,0.042785482,30504,43.7,0.647482014,0,0.026580862,31685,44.9,0.6378455,0.000823045,0.023045267,28395,47.2,0.499266862,0.001139601,0.015954416,27116,47.7,0.582157969,0.000570613,0.004850214,20106,50,1,1,1,1,3700,Republican,,,,,,,,,,,
MT,"Silver Bow County, Montana",30093,0.506788465,0.001501161,0.046337733,30934,40.3,0.680257745,0.00275111,0.046682906,25746,40.1,0.597010551,0.005888436,0.04587235,24171,39.8,0.599183734,0.005844907,0.040827546,22528,40.7,0.471165599,0.004265568,0.039115548,21569,40.8,0.448137689,0.001272302,0.035772406,20948,41.8,1,2,2,2,35306,Democrat,,,,,,,,,,,
MT,"Stillwater County, Montana",30095,0.638016063,0.000891067,0.042214302,36366,48,0.763950221,0.000732064,0.039949801,31390,47.5,0.669318338,0.002125399,0.039319872,28972,46.6,0.6711594,0.003532434,0.033290516,28119,46.6,0.521660398,0.003472976,0.028109399,26886,47.3,0.549077058,0.002126707,0.020819342,27073,45,1,1,1,1,8978,Republican,,,,,,,,,,,
MT,"Sweet Grass County, Montana",30097,0.63148965,0.015417906,0.022991615,30150,43.6,0.84477406,0,0.033188248,26631,46.8,0.737796374,0.002189981,0.030385984,26566,51.5,0.766666667,0.001926252,0.018161805,23947,48.1,0.613824192,0.001932634,0.023467697,23061,44.4,0.625181422,0,0.019908528,23614,45.4,1,1,1,1,3697,Republican,,,,,,,,,,,
MT,"Teton County, Montana",30099,0.621794872,0.008816929,0.017954473,31912,42.4,0.798439532,0.007834177,0.005385996,28958,42.5,0.682842288,0.001809211,0.015625,26586,44.6,0.683286365,0.000824131,0.014175045,25460,44.6,0.591632164,0.000658436,0.014156379,22596,44.9,0.585622318,0,0.016216216,21482,45.3,2,2,2,2,6238,Republican,,,,,,,,,,,
MT,"Toole County, Montana",30101,0.423785166,0.015544041,0.042048625,27364,40.4,0.542280838,0.005195345,0.031587697,24847,44.2,0.479035903,0.001607717,0.036776527,23094,41.2,0.466846097,0.000586625,0.033437622,21053,40.7,0.402427184,0.001536098,0.031682028,20315,41.5,0.440080564,0.005055415,0.022749368,22339,41.9,1,1,1,1,5018,Republican,,,,,,,,,,,
MT,"Treasure County, Montana",30103,0.765880218,0,0.042647059,37143,54.3,0.847145488,0,0.003257329,30302,57.8,0.665064103,0,0.007722008,27900,52.1,0.608504399,0,0.04964539,22538,48.9,0.5921875,0,0.064388962,22241,51.3,0.582701062,0,0.114386792,21439,45.4,0,0,1,1,680,Republican,,,,,,,,,,,
MT,"Valley County, Montana",30105,0.553835569,0.003840042,0.027145127,27904,43.2,0.732507416,0.004040948,0.009428879,28590,44.4,0.66483705,0.000796601,0.026420605,26190,44.4,0.667355372,0.000791975,0.021911299,24447,44.3,0.572985126,0.001463155,0.017557861,24482,45.8,0.608264165,0.007896528,0.014431586,24086,45.1,1,1,1,1,7552,Republican,,,,,,,,,,,
MT,"Wheatland County, Montana",30107,0.516902274,0.023786408,0.021359223,30433,49.1,0.629366489,0,0.01777362,24508,46.9,0.586380832,0,0.026523965,23326,40.4,0.584170854,0,0.023707918,21295,42.9,0.421866056,0,0.009407338,20791,49.9,0.583478767,0,0,18560,51.1,1,1,1,1,2060,Republican,,,,,,,,,,,
MT,"Wibaux County, Montana",30109,0.535365854,0.00893655,0.072386059,33077,46.4,0.767230169,0,0.073288332,33154,50.5,0.652014652,0,0.041702128,26587,46,0.605442177,0,0.014873141,21402,51,0.568448501,0,0.021276596,19741,49.5,0.569230769,0.00656045,0.020618557,19187,48.4,1,1,1,1,1119,Republican,,,,,,,,,,,
MT,"Yellowstone County, Montana",30111,0.482913419,0.008325077,0.0620333,38133,38.4,0.688813001,0.008803541,0.058787954,34305,38.7,0.581706581,0.006292138,0.054943732,30872,38.2,0.589617189,0.006495262,0.052599392,28515,38.2,0.452701057,0.006797618,0.05006416,26654,38.1,0.472519,0.007073933,0.045706352,25391,38.3,4,4,5,5,165524,Republican,,,,,,,,,,,
NE,"Adams County, Nebraska",31001,0.453593484,0.006999968,0.116526988,33252,38,0.616940747,0.005611743,0.108208364,29146,38,0.44115358,0.006712472,0.099452237,27352,37.4,0.441956164,0.009671487,0.089072806,25807,37.7,0.367826499,0.008313161,0.084118996,26098,38.1,0.359505779,0.005172525,0.072190452,22283,37.5,1,1,1,1,31143,Republican,,,,,,,,,,,
NE,"Antelope County, Nebraska",31003,0.510941151,0.010314186,0.035861631,32330,42.5,0.728309056,0.011401425,0.034362629,28284,44.8,0.522546973,0.007532957,0.031858129,25856,45.3,0.515444811,0.002647563,0.031459274,23893,46.1,0.494334278,0.00076558,0.029398254,23229,46.7,0.494384236,0.003708098,0.021803619,20248,45.2,4,4,4,4,6302,Republican,,,,,,,,,,,
NE,"Arthur County, Nebraska",31005,0.740853659,0,0.012371134,32841,44.1,0.876160991,0,0.01594533,26818,48,0.749185668,0,0.007177033,22045,47.1,0.769230769,0,0,24688,41,0.55799373,0,0,23571,38.4,0.666666667,0,0.011737089,22438,39.4,1,1,1,1,485,Republican,,,,,,,,,,,
NE,"Banner County, Nebraska",31007,0.721212121,0,0.050746269,41506,54.1,0.868534483,0,0.066666667,35481,50.4,0.583489681,0,0.060344828,26452,48.5,0.512355848,0.01261034,0.097099622,25469,47.9,0.475409836,0.017766497,0.049492386,21827,49.3,0.662813102,0,0.051388889,19856,46.4,0,0,0,0,670,Republican,,,,,,,,,,,
NE,"Blaine County, Nebraska",31009,0.596330275,0,0,29375,57.7,0.80474934,0,0,34167,57.5,0.696,0,0,25139,46.6,0.598623853,0,0,28214,43.6,0.461711712,0,0,26827,39.4,0.642533937,0,0,21000,48.4,0,0,0,0,384,Republican,,,,,,,,,,,
NE,"Boone County, Nebraska",31011,0.59677813,0.000741152,0.02760793,36575,43.6,0.772555919,0.001338944,0.022570773,31159,44.6,0.565153011,0.004140787,0.021080369,31143,44.6,0.560039129,0.005417523,0.017560247,26140,45.4,0.525345622,0.000925241,0.014063657,23729,46.1,0.418285173,0,0.003241491,21178,45,3,4,4,4,5397,Republican,,,,,,,,,,,
NE,"Box Butte County, Nebraska",31013,0.432542284,0.033865281,0.132584895,37233,40.9,0.657437218,0.036883356,0.127431996,34106,39.6,0.446674877,0.003787537,0.123636036,31239,40.7,0.440063091,0.00265981,0.118184236,32038,40.5,0.362950545,0.001149629,0.11204457,28125,40.8,0.370819945,0.003869152,0.094530426,23935,40.9,2,2,2,2,10778,Republican,,,,,,,,,,,
NE,"Boyd County, Nebraska",31015,0.623853211,0.002829655,0.032258065,29745,55.6,0.718975706,0.002125399,0.030286929,25859,56.2,0.591719745,0.004407444,0.007345739,24611,52.3,0.609580052,0.007976072,0.007477567,23351,51.4,0.579245283,0.007740687,0.005805515,21587,51.2,0.48907767,0,0.034646417,18846,47,2,2,2,2,1767,Republican,,,,,,,,,,,
NE,"Brown County, Nebraska",31017,0.565074906,0.000743218,0.040133779,29250,46.9,0.743310658,0.00034638,0.024939383,27223,48.6,0.582262211,0.000334672,0.014056225,25650,51.1,0.567195326,0.000330907,0.010258107,24526,47.7,0.464300626,0.000323625,0.009708738,22855,47.1,0.530179445,0.001253133,0,16494,48.1,1,1,1,1,2691,Republican,,,,,,,,,,,
NE,"Buffalo County, Nebraska",31019,0.418676939,0.009021416,0.097139892,34351,34.2,0.629219897,0.008509094,0.092692664,30064,33.8,0.450883002,0.011482766,0.088231695,29281,33.3,0.457114083,0.009462419,0.084397339,25645,32.6,0.37793702,0.009052925,0.080442306,24807,32.5,0.3593071,0.006822634,0.068930607,22257,32,4,5,5,5,50103,Republican,,,,,,,,,,,
NE,"Burt County, Nebraska",31021,0.512671697,0.00446628,0.035879113,34276,44.9,0.72779769,0.003075504,0.032139013,30456,45.6,0.583566573,0.007046569,0.029411765,27083,46.2,0.575512618,0.007279345,0.026084319,24452,47.4,0.532435034,0.008071749,0.025560538,23038,47.9,0.473104221,0.008184951,0.016226307,23177,45.9,3,3,3,3,6717,Republican,,,,,,,,,,,
NE,"Butler County, Nebraska",31023,0.546194351,0.001194315,0.048966917,40082,43,0.736076682,0.000750281,0.039264724,32488,42.9,0.56950599,0.004462626,0.032354035,29150,43.9,0.561579544,0.006459476,0.02912858,29229,44.1,0.48912348,0.008060635,0.026948989,29123,44.5,0.391589383,0.004414221,0.021832498,25520,44,1,1,1,1,8373,Republican,,,,,,,,,,,
NE,"Cass County, Nebraska",31025,0.545351864,0.001644921,0.038393959,41467,40.8,0.762895005,0.002613173,0.035124126,36649,41.3,0.546697039,0.005952844,0.031553965,34779,41.6,0.552908529,0.007933079,0.029297412,31656,42,0.448402166,0.009204029,0.027691092,31691,41.5,0.401944982,0.002495445,0.022538224,30416,40.7,1,1,1,1,26749,Republican,,,,,,,,,,,
NE,"Cedar County, Nebraska",31027,0.594590243,0.001432836,0.023402985,37167,41.7,0.762305494,0.001178828,0.020393729,32159,42.2,0.544439201,0.000469318,0.018303414,30577,43.6,0.531643625,0.000577567,0.016864965,28166,44.5,0.45045045,0.001373626,0.01510989,25305,44.8,0.449138325,0.000224568,0.011565237,20873,43.3,3,4,4,4,8375,Republican,,,,,,,,,,,
NE,"Chase County, Nebraska",31029,0.563183704,0.003509719,0.187365011,34816,43.2,0.727104874,0.00080928,0.140814675,30750,44.2,0.580789278,0.000535619,0.098821639,32250,45.6,0.566448802,0.000246245,0.135680867,27453,43.3,0.510352343,0.000250627,0.121804511,25179,43.3,0.553072626,0,0.092691622,22382,44.8,1,2,2,2,3704,Republican,,,,,,,,,,,
NE,"Cherry County, Nebraska",31031,0.600048508,0.004750594,0.021012242,31617,41.5,0.694506979,0.001551457,0.0194794,29283,42.1,0.534767837,0.000172712,0.031433506,26796,43.6,0.527833669,0.00017298,0.027330912,26942,43.7,0.48630137,0.00052183,0.023656288,24594,44.4,0.486928847,0.000691683,0.011412762,21905,43.9,1,1,1,1,5473,Republican,,,,,,,,,,,
NE,"Cheyenne County, Nebraska",31033,0.456069845,0.010643903,0.081673517,33629,41.4,0.656445993,0.006470089,0.073398388,31851,41,0.44456596,0.001015022,0.067600487,32364,41,0.43107105,0.000693756,0.065708622,31526,40.5,0.379135539,0.002986858,0.063321386,29887,39.8,0.426130248,0,0.052244004,27201,41.3,1,1,1,1,9489,Republican,,,,,,,,,,,
NE,"Clay County, Nebraska",31035,0.596002695,0.003777924,0.093626807,36796,39.5,0.760348584,0.00306798,0.089778782,32480,41.9,0.58591365,0.000641849,0.089698331,28073,42.5,0.584638816,0.003960082,0.087755425,27354,43.6,0.461407249,0.005447471,0.084202335,26662,43.8,0.454259996,0.000762893,0.059658224,21667,43.1,1,1,1,1,6088,Republican,,,,,,,,,,,
NE,"Colfax County, Nebraska",31037,0.429472167,0.032661176,0.461421945,39907,36.4,0.712392829,0.037636925,0.454545455,33453,36,0.455178735,0.034758364,0.45464684,28266,34.3,0.450226655,0.026764454,0.438422707,27270,33.9,0.33556701,0.022735921,0.424181887,26676,34.9,0.308644068,0.012547789,0.361631213,23308,35.3,4,4,4,4,10563,Republican,,,,,,,,,,,
NE,"Cuming County, Nebraska",31039,0.489948574,0.004333333,0.103,38630,41.8,0.69258618,0.002702094,0.100427832,34100,40.9,0.514123426,0.000778556,0.099099099,30814,43.6,0.510673986,0.000773054,0.096079514,26651,44,0.434980297,0.005946482,0.089307345,26518,43.8,0.4125,0.014064698,0.074542897,22894,43.4,2,2,2,2,9000,Republican,,,,,,,,,,,
NE,"Custer County, Nebraska",31041,0.54331902,0.005773235,0.03672156,34242,42.1,0.725882063,0.001019651,0.033092325,29888,43.6,0.564770642,0.002308403,0.030286242,27137,43.2,0.568176224,0.006120178,0.026428042,25580,43.7,0.514675435,0.004621072,0.022828096,24745,44.2,0.502876318,0.000636306,0.017452959,21987,44.7,4,4,4,4,10566,Republican,,,,,,,,,,,
NE,"Dakota County, Nebraska",31043,0.270721618,0.075933922,0.398019523,35539,31.7,0.542830852,0.060524747,0.39047903,31830,33,0.377054708,0.046955751,0.385096225,28508,33.8,0.364726027,0.041648548,0.378025801,25314,34.1,0.291855744,0.042818869,0.365084681,24148,32.6,0.339169964,0.023991487,0.329689465,22452,33,1,1,1,1,21308,Republican,,,,,,,,,,,
NE,"Dawes County, Nebraska",31045,0.449874502,0.023432782,0.057736442,27547,35.3,0.571367824,0.029936672,0.055497985,24033,34.3,0.469486824,0.019334532,0.050472122,26842,34.9,0.471777003,0.010019819,0.045804889,20138,34.1,0.373867691,0.007548408,0.039054808,19832,34.7,0.368134115,0.019127774,0.032790469,14078,32.9,2,2,2,2,8279,Republican,,,,,,,,,,,
NE,"Dawson County, Nebraska",31047,0.362730411,0.070266672,0.342804843,35247,35.9,0.612050812,0.062188002,0.334715289,32441,35.9,0.420123507,0.061670308,0.33116283,27603,35.9,0.411235217,0.054255141,0.326952015,25137,36.3,0.370132046,0.042511878,0.326048337,24140,36.3,0.337265453,0.025737265,0.305423799,22473,36,4,3,3,3,24037,Republican,,,,,,,,,,,
NE,"Deuel County, Nebraska",31049,0.475974026,0.001076426,0.116254037,32266,51,0.713581985,0.002259887,0.093785311,26172,50.1,0.47526738,0.002111932,0.078141499,25570,47,0.46258946,0,0.062111801,25455,47.4,0.477226377,0,0.084572014,25346,47.3,0.496138996,0.000509424,0.042282221,20427,49.3,1,1,1,1,1858,Republican,,,,,,,,,,,
NE,"Dixon County, Nebraska",31051,0.553202479,0.00197168,0.150385374,31900,41.4,0.745732932,0.000879972,0.141851461,30592,41.4,0.540514076,0.002784546,0.132613992,29644,42,0.527977044,0.003442933,0.120846962,27135,42.4,0.440982059,0.003050847,0.11440678,26701,41.8,0.412830909,0.002666667,0.091166667,23417,40.1,2,2,2,2,5579,Republican,,,,,,,,,,,
